Model_Name,Mean_SMAPE,Median_SMAPE,Mean_MASE,Median_MASE,Ranked_SMAPE,Ranked_MASE
error,0.23760837744920515,0.214527716255412,0.4644761585845308,0.42078199845018,1.0,1.0
