Model_Name,SMAPE,x
RNN,0.20572827222829,v
RNN,0.207791342135093,v
RNN,0.203688557059784,v
RNN,0.209215813555481,v
RNN,0.205883600834261,v
RNN,0.205074869711864,v
RNN,0.205273695685576,v
RNN,0.207788977254589,v
RNN,0.21109805999824,v
RNN,0.197037258267189,v
RNN,0.195467981748365,v
RNN,0.196758101331635,v
RNN,0.209854367132985,v
RNN,0.205099130837009,v
RNN,0.207892048395408,v
RNN,0.203704780175399,v
RNN,0.204660965604349,v
RNN,0.19753320750163,v
RNN,0.202217816649405,v
RNN,0.205108815320491,v
RNN,0.202916097094437,v
RNN,0.196612368541635,v
RNN,0.198210036077616,v
RNN,0.196637885497783,v
RNN,0.231555986966267,v
RNN,0.205381190580278,v
RNN,0.199300848634016,v
RNN,0.21566139523721,v
RNN,0.219727626047559,v
RNN,0.216676269066216,v
RNN,0.206072983248365,v
RNN,0.223715359422837,v
RNN,0.211492878024421,v
RNN,0.212579140873556,v
RNN,0.2223468042468,v
RNN,0.217540526777153,v
ETS,0.190176715762869,v
ARIMA,0.20823915069634,v
