Model_Name,MASE,x
RNN,0.940380807449086,v
RNN,0.792244267243096,v
RNN,0.808313428423252,v
RNN,0.815857295014618,v
RNN,0.814293861967243,v
RNN,0.772048338740534,v
RNN,0.833730980459668,v
RNN,0.818877821998687,v
RNN,0.785587834524126,v
RNN,0.738780395652162,v
RNN,0.782021520241904,v
RNN,0.74390959685223,v
RNN,0.770460855755823,v
RNN,0.788303147125694,v
RNN,0.735856823666114,v
RNN,0.735685737475771,v
RNN,0.770760371327324,v
RNN,0.751613623653386,v
RNN,0.773084139566907,v
RNN,0.771584865843839,v
RNN,0.741717672025462,v
RNN,0.747145859700317,v
RNN,0.830258145570582,v
RNN,0.766355832437491,v
RNN,0.790327197284968,v
RNN,0.792712760148528,v
RNN,0.787882168551242,v
RNN,0.72726109876967,v
RNN,0.735084042920545,v
RNN,0.726279882835254,v
RNN,0.713332575155678,v
RNN,0.706884283744644,v
RNN,0.710229969719131,v
RNN,0.731646130831384,v
RNN,0.78689304693144,v
RNN,0.745111661412081,v
ETS,0.7125,v
ARIMA,0.7035,v
