Model_Name,SMAPE,x
RNN,0.116011579898803,v
RNN,0.118336092654315,v
RNN,0.107963493835085,v
RNN,0.112425592311743,v
RNN,0.107772237672436,v
RNN,0.110790660110279,v
RNN,0.107277598334143,v
RNN,0.114735417754204,v
RNN,0.107041922604547,v
RNN,0.11622825457001,v
RNN,0.108912250996788,v
RNN,0.103264483222123,v
RNN,0.107347088943908,v
RNN,0.104488428297137,v
RNN,0.105220493068,v
RNN,0.116156881375634,v
RNN,0.103420524067075,v
RNN,0.112214071911153,v
RNN,0.10898255588261,v
RNN,0.105662459842413,v
RNN,0.102934541129939,v
RNN,0.11324830553589,v
RNN,0.108938423921473,v
RNN,0.104944404295961,v
RNN,0.105305830567261,v
RNN,0.10346120133501,v
RNN,0.103730908632639,v
RNN,0.105469972007328,v
RNN,0.105934420016803,v
RNN,0.105448253850451,v
RNN,0.105218945180372,v
RNN,0.105185470397922,v
RNN,0.104005849624022,v
RNN,0.105802711730197,v
RNN,0.105180279374064,v
RNN,0.106432016880288,v
ETS,0.118799955336296,v
ARIMA,0.113962407259663,v
