Model_Name,MASE,x
RNN,1.14355142908744,v
RNN,0.934380931708403,v
RNN,0.957207170553452,v
RNN,0.96838099714529,v
RNN,0.979010382133533,v
RNN,0.931560580543146,v
RNN,0.982710585363224,v
RNN,0.960623780398976,v
RNN,0.941407422698554,v
RNN,0.875792374910262,v
RNN,0.922450100960256,v
RNN,0.901369768129923,v
RNN,0.912974803991262,v
RNN,0.924777940676884,v
RNN,0.894351454113105,v
RNN,0.883122907944641,v
RNN,0.919355351920068,v
RNN,0.89554730749543,v
RNN,0.923251662716548,v
RNN,0.919632137891977,v
RNN,0.896072826749299,v
RNN,0.902076039271645,v
RNN,0.982418555745584,v
RNN,0.915610073447535,v
RNN,0.932496175229724,v
RNN,0.925860673915288,v
RNN,0.931660492882462,v
RNN,0.880270266018355,v
RNN,0.900991712804084,v
RNN,0.882758775677853,v
RNN,0.864490408245612,v
RNN,0.866028411741944,v
RNN,0.872833327472394,v
RNN,0.886741324553772,v
RNN,0.979005436892041,v
RNN,0.900166183553947,v
ETS,0.865041316526611,v
ARIMA,0.871918067226891,v
