Model_Name,SMAPE,x
RNN,0.135419871011002,v
RNN,0.158951856836344,v
RNN,0.136239987001888,v
RNN,0.141335867710548,v
RNN,0.155147354206356,v
RNN,0.140174613476415,v
RNN,0.173471494446478,v
RNN,0.145417819800434,v
RNN,0.138710210421196,v
RNN,0.133776963262786,v
RNN,0.137900445510657,v
RNN,0.135834978915794,v
RNN,0.135127654042459,v
RNN,0.144774323608255,v
RNN,0.13753573005761,v
RNN,0.133895261554463,v
RNN,0.137600639841023,v
RNN,0.136063704183288,v
RNN,0.13503877590014,v
RNN,0.136567840317568,v
RNN,0.136632552687824,v
RNN,0.134207331039522,v
RNN,0.140406745152605,v
RNN,0.140627930473983,v
RNN,0.137119741602528,v
RNN,0.144591200449813,v
RNN,0.136269833785275,v
RNN,0.141513223166871,v
RNN,0.142802920766752,v
RNN,0.145756985222728,v
RNN,0.139726028943749,v
RNN,0.142715060314926,v
RNN,0.145193918575236,v
RNN,0.143036996993788,v
RNN,0.16437081337422,v
RNN,0.142633893690366,v
ETS,0.135251272391871,v
ARIMA,0.130837998658256,v
