Model_Name,SMAPE,x
RNN,0.078800957730395,v
RNN,0.096894630119245,v
RNN,0.078724013405993,v
RNN,0.095322320336018,v
RNN,0.104359689888633,v
RNN,0.085894191299596,v
RNN,0.131860545070294,v
RNN,0.088995391613288,v
RNN,0.081715111325209,v
RNN,0.076444166829757,v
RNN,0.077888885651671,v
RNN,0.079004499781466,v
RNN,0.078046182345147,v
RNN,0.094030675730333,v
RNN,0.079611300257575,v
RNN,0.076676904587845,v
RNN,0.077811108641874,v
RNN,0.077998896370612,v
RNN,0.078071561230559,v
RNN,0.078909829982616,v
RNN,0.079457270046148,v
RNN,0.076335298098883,v
RNN,0.081856893337393,v
RNN,0.083346438539739,v
RNN,0.080439948241986,v
RNN,0.090979091361367,v
RNN,0.079369893339696,v
RNN,0.079993191387918,v
RNN,0.081647583705016,v
RNN,0.082268988383325,v
RNN,0.078821328069965,v
RNN,0.08147179869974,v
RNN,0.083579721119466,v
RNN,0.08342270917655,v
RNN,0.121584970104526,v
RNN,0.083457701942743,v
ETS,0.069953330844203,v
ARIMA,0.071274423290959,v
