Model_Name,SMAPE,x,Model
Seq2Seq,0.164307729903296,v,With STL Decomposition
Seq2Seq,0.147394964161686,v,With STL Decomposition
Seq2Seq,0.1485710587499,v,With STL Decomposition
Seq2Seq,0.147101875942895,v,With STL Decomposition
Seq2Seq,0.150607472486474,v,With STL Decomposition
Seq2Seq,0.148856282526086,v,With STL Decomposition
Seq2Seq,0.150637882081054,v,With STL Decomposition
Seq2Seq,0.149776620624599,v,With STL Decomposition
Seq2Seq,0.14793846724558,v,With STL Decomposition
S2SD Moving Win.,0.141102980704819,v,With STL Decomposition
S2SD Moving Win.,0.149117031451305,v,With STL Decomposition
S2SD Moving Win.,0.144123585601116,v,With STL Decomposition
S2SD Non Moving Win.,0.14302094627189,v,With STL Decomposition
S2SD Non Moving Win.,0.145445662267641,v,With STL Decomposition
S2SD Non Moving Win.,0.143635452504748,v,With STL Decomposition
S2SD Moving Win.,0.141888780490054,v,With STL Decomposition
S2SD Moving Win.,0.147833378336807,v,With STL Decomposition
S2SD Moving Win.,0.144833942326624,v,With STL Decomposition
S2SD Non Moving Win.,0.144113011088346,v,With STL Decomposition
S2SD Non Moving Win.,0.14586867943558,v,With STL Decomposition
S2SD Non Moving Win.,0.143352445210126,v,With STL Decomposition
S2SD Moving Win.,0.143101766251389,v,With STL Decomposition
S2SD Moving Win.,0.154837185405081,v,With STL Decomposition
S2SD Moving Win.,0.148455030735413,v,With STL Decomposition
S2SD Non Moving Win.,0.150269396275567,v,With STL Decomposition
S2SD Non Moving Win.,0.150205919876005,v,With STL Decomposition
S2SD Non Moving Win.,0.150712885783016,v,With STL Decomposition
Stacked,0.146619543024924,v,With STL Decomposition
Stacked,0.148025661775444,v,With STL Decomposition
Stacked,0.146870930680439,v,With STL Decomposition
Stacked,0.143481677800812,v,With STL Decomposition
Stacked,0.144255668969183,v,With STL Decomposition
Stacked,0.144532349810462,v,With STL Decomposition
Stacked,0.147752400679444,v,With STL Decomposition
Stacked,0.154164724282235,v,With STL Decomposition
Stacked,0.150016910380542,v,With STL Decomposition
Seq2Seq,0.183211332388203,v,Without STL Decomposition
Seq2Seq,0.194314523337088,v,Without STL Decomposition
Seq2Seq,0.176144892863311,v,Without STL Decomposition
Seq2Seq,0.180149916064918,v,Without STL Decomposition
Seq2Seq,0.178080172248814,v,Without STL Decomposition
Seq2Seq,0.185702116003983,v,Without STL Decomposition
Seq2Seq,0.2040272969715,v,Without STL Decomposition
Seq2Seq,0.195996795245389,v,Without STL Decomposition
Seq2Seq,0.194026457400828,v,Without STL Decomposition
S2SD Moving Win.,0.208689200399806,v,Without STL Decomposition
S2SD Moving Win.,0.182644094887577,v,Without STL Decomposition
S2SD Moving Win.,0.195126685542165,v,Without STL Decomposition
S2SD Non Moving Win.,0.158602483491336,v,Without STL Decomposition
S2SD Non Moving Win.,0.171293882162902,v,Without STL Decomposition
S2SD Non Moving Win.,0.161957437791596,v,Without STL Decomposition
S2SD Moving Win.,0.213129082351848,v,Without STL Decomposition
S2SD Moving Win.,0.207733871772511,v,Without STL Decomposition
S2SD Moving Win.,0.234592348228072,v,Without STL Decomposition
S2SD Non Moving Win.,0.161497783821403,v,Without STL Decomposition
S2SD Non Moving Win.,0.180891025786983,v,Without STL Decomposition
S2SD Non Moving Win.,0.165850107368555,v,Without STL Decomposition
S2SD Moving Win.,0.194621502101922,v,Without STL Decomposition
S2SD Moving Win.,0.190380188326341,v,Without STL Decomposition
S2SD Moving Win.,0.166361523839742,v,Without STL Decomposition
S2SD Non Moving Win.,0.178798963627964,v,Without STL Decomposition
S2SD Non Moving Win.,0.176310072784183,v,Without STL Decomposition
S2SD Non Moving Win.,0.156978227674319,v,Without STL Decomposition
Stacked,0.163913565228638,v,Without STL Decomposition
Stacked,0.168688364414717,v,Without STL Decomposition
Stacked,0.162542337871822,v,Without STL Decomposition
Stacked,0.168150728653001,v,Without STL Decomposition
Stacked,0.177900476227883,v,Without STL Decomposition
Stacked,0.18063484442234,v,Without STL Decomposition
Stacked,0.170811072929293,v,Without STL Decomposition
Stacked,0.16525950452431,v,Without STL Decomposition
Stacked,0.173671321767484,v,Without STL Decomposition
