Model_Name,SMAPE,x
RNN,0.159121030143562,v
RNN,0.145287969008452,v
RNN,0.147375696252025,v
RNN,0.142928956934439,v
RNN,0.147747509150132,v
RNN,0.146028525702852,v
RNN,0.146958633165385,v
RNN,0.146557958040026,v
RNN,0.145587928981808,v
RNN,0.141085744257285,v
RNN,0.14775304153729,v
RNN,0.14382432261735,v
RNN,0.14273493174608,v
RNN,0.143529605462821,v
RNN,0.143519764732406,v
RNN,0.141883624796348,v
RNN,0.146796729897766,v
RNN,0.144512437204102,v
RNN,0.143859964812318,v
RNN,0.144290366788537,v
RNN,0.143070103858737,v
RNN,0.142011364181298,v
RNN,0.147537020729896,v
RNN,0.147276917376491,v
RNN,0.14863212673481,v
RNN,0.147887575284173,v
RNN,0.149359563034267,v
RNN,0.146439580075103,v
RNN,0.147583685377561,v
RNN,0.146662640988542,v
RNN,0.143427829608701,v
RNN,0.143875469623373,v
RNN,0.14435913885168,v
RNN,0.147257537971557,v
RNN,0.147115633638365,v
RNN,0.149339087378902,v
ETS,0.141432799663047,v
ARIMA,0.142507463588728,v
