Model_Name,Median_MASE,x
RNN,0.694,v
RNN,1.001,v
RNN,0.666,v
RNN,0.686,v
RNN,0.918,v
RNN,0.662,v
RNN,0.879,v
RNN,0.952,v
RNN,0.781,v
RNN,0.694,v
RNN,0.669,v
RNN,0.728,v
RNN,0.716,v
RNN,0.803,v
RNN,0.698,v
RNN,0.694,v
RNN,0.667,v
RNN,0.702,v
RNN,0.723,v
RNN,0.719,v
RNN,0.709,v
RNN,0.691,v
RNN,0.655,v
RNN,0.72,v
RNN,0.708,v
RNN,1.042,v
RNN,0.704,v
RNN,0.744,v
RNN,0.68,v
RNN,0.736,v
RNN,0.702,v
RNN,0.705,v
RNN,0.627,v
RNN,0.802,v
RNN,0.689,v
RNN,0.704,v
ARIMA,0.65,v
ETS,0.681,v
