Model_Name,MASE,x
RNN,1.05075247916667,v
RNN,1.39707133333333,v
RNN,1.10419004166667,v
RNN,1.29639314583333,v
RNN,1.19184827083333,v
RNN,1.17762804166667,v
RNN,1.35878064583333,v
RNN,1.1143494375,v
RNN,1.16288629166667,v
RNN,1.00457097916667,v
RNN,1.03569295833333,v
RNN,1.05070958333333,v
RNN,1.0513944375,v
RNN,1.16441995833333,v
RNN,1.06661085416667,v
RNN,1.0069120625,v
RNN,1.03408377083333,v
RNN,1.02074135416667,v
RNN,1.0455479375,v
RNN,1.0362474375,v
RNN,1.05823822916667,v
RNN,1.0086801875,v
RNN,1.05517808333333,v
RNN,1.11436025,v
RNN,1.064617875,v
RNN,1.22560222916667,v
RNN,1.065697625,v
RNN,1.09549677083333,v
RNN,1.1009964375,v
RNN,1.120004625,v
RNN,1.061959625,v
RNN,1.09492683333333,v
RNN,1.12317708333333,v
RNN,1.1455781875,v
RNN,1.13035545833333,v
RNN,1.13223422916667,v
ETS,0.946557354166667,v
ARIMA,0.9618258125,v
