Model_Name,MASE,x
RNN,0.949150638993575,v
RNN,0.964382465923469,v
RNN,0.941537415589242,v
RNN,0.950007399982844,v
RNN,0.933648967284853,v
RNN,0.880808763327616,v
RNN,0.93020694223595,v
RNN,0.935364536540739,v
RNN,0.939867760266042,v
RNN,0.934313966266022,v
RNN,0.910473770664251,v
RNN,0.945017917359113,v
RNN,0.934313944506327,v
RNN,0.883165745935534,v
RNN,0.874301247772087,v
RNN,0.93431412839059,v
RNN,0.934467689323542,v
RNN,0.937892201895785,v
RNN,0.934313948659719,v
RNN,0.887922623507557,v
RNN,0.93744817456988,v
RNN,0.925801619499124,v
RNN,0.926583975815197,v
RNN,0.901994896136841,v
RNN,0.930084461779021,v
RNN,1.03687093587873,v
RNN,0.90834064612807,v
RNN,0.844647193895199,v
RNN,0.829808273099613,v
RNN,0.821907154972775,v
RNN,0.832481096204548,v
RNN,0.816406390497908,v
Stacked_LSTM_COCOB,0.815381702458586,v
RNN,0.85420582481521,v
RNN,0.834585194600911,v
RNN,0.849006883098386,v
RNN,0.834089232033751,v
RNN,0.878569580625646,v
RNN,0.831030922712809,v
RNN,0.832951402615912,v
RNN,0.841660664292391,v
Stacked_LSTM_COCOB(IW+),0.817399243583539,v
RNN,0.839947613614896,v
RNN,0.838973114115429,v
RNN,0.842697195783114,v
ETS,0.809,v
ARIMA,1.379,v
