Model_Name,SMAPE,x
RNN,0.517653531122109,v
RNN,0.499002009468676,v
RNN,0.468860499824773,v
RNN,0.517653531122109,v
RNN,0.493398108768733,v
RNN,0.52462185702063,v
RNN,0.514463214697968,v
RNN,0.507012809760177,v
RNN,0.489546937757805,v
RNN,0.517654969744169,v
RNN,0.517620765364788,v
RNN,0.487951233272816,v
RNN,0.522870010205117,v
RNN,0.469038372219982,v
RNN,0.473329643675366,v
RNN,0.517626930006435,v
RNN,0.510855514733502,v
RNN,0.517737802727217,v
RNN,0.52278158376585,v
RNN,0.473721163193973,v
RNN,0.497441284104662,v
RNN,0.51578455606913,v
RNN,0.491185123314144,v
RNN,0.479640721371037,v
RNN,0.497227458126963,v
RNN,0.477557916928906,v
RNN,0.479403041457696,v
RNN,0.472293564874733,v
RNN,0.471090564700593,v
RNN,0.467329520387359,v
RNN,0.471187000080495,v
RNN,0.471292774511487,v
Stacked_LSTM_COCOB,0.471369599902714,v
RNN,0.477935691089769,v
RNN,0.466965616969266,v
RNN,0.473784851676792,v
RNN,0.470882617871273,v
Stacked_GRU_Adam(IW+),0.463491507031137,v
RNN,0.464591222999432,v
RNN,0.464137178681602,v
RNN,0.465227947503337,v
Stacked_LSTM_COCOB(IW+),0.465442272458883,v
RNN,0.470831599142004,v
RNN,0.467555574513208,v
RNN,0.475868105736731,v
ETS,0.535014371078814,v
ARIMA,0.491023210287983,v
