Model_Name,SMAPE,x
RNN,0.078655212733981,v
RNN,0.086642942068288,v
RNN,0.078681564296044,v
RNN,0.095172114683494,v
RNN,0.081405470590432,v
RNN,0.086014600272031,v
RNN,0.090215806697825,v
RNN,0.079236730629923,v
RNN,0.081080715162437,v
RNN,0.076444138912403,v
RNN,0.077894422958078,v
RNN,0.078963971153709,v
RNN,0.078046182532524,v
RNN,0.082457024618844,v
RNN,0.079613120470096,v
RNN,0.076676923704528,v
RNN,0.077788631765122,v
RNN,0.077795642977129,v
RNN,0.078071121642259,v
RNN,0.078674662508255,v
RNN,0.079401481462722,v
S2SD_ERNN_MW_Adagrad,0.076311151765333,v
RNN,0.079615593463908,v
RNN,0.082727487225896,v
RNN,0.079200556575993,v
RNN,0.090501082904824,v
RNN,0.078915687923199,v
RNN,0.079985551005032,v
RNN,0.081792847038728,v
RNN,0.082239808334348,v
RNN,0.07880791638634,v
RNN,0.081244231426821,v
Stacked_LSTM_COCOB,0.082966620603078,v
RNN,0.08330629808048,v
RNN,0.083097858451147,v
RNN,0.082999872079137,v
ETS,0.069953330844203,v
ARIMA,0.071274423290959,v
