Model_Name,MASE,x
RNN,0.684635570008624,v
RNN,0.702906499688098,v
RNN,0.565438039375618,v
RNN,0.593050307381704,v
RNN,0.555497151727369,v
RNN,0.587580732194606,v
RNN,0.576150411200407,v
RNN,0.694868710859035,v
RNN,0.601800839088598,v
RNN,0.722593532397439,v
RNN,0.644387119509805,v
RNN,0.577632220010301,v
RNN,0.642075819281325,v
RNN,0.576895437035827,v
RNN,0.58417215374032,v
RNN,0.703584689365345,v
S2SD_LSTM_MW_Adam,0.548756426192728,v
RNN,0.650241481565325,v
RNN,0.56124924210035,v
RNN,0.555099995565388,v
RNN,0.574793097021496,v
RNN,0.672722163269591,v
RNN,0.656636991339225,v
RNN,0.600397055402586,v
RNN,0.59386958595185,v
RNN,0.563894032862857,v
RNN,0.549615898773013,v
RNN,0.562893617492956,v
RNN,0.552668621230752,v
RNN,0.563024947728195,v
RNN,0.559154174791231,v
RNN,0.552127607906273,v
Stacked_LSTM_COCOB,0.561492770629618,v
RNN,0.592532379132858,v
RNN,0.565731335168432,v
RNN,0.560876925362765,v
ETS,0.532,v
ARIMA,0.559,v
